# iter, br_Ha_amp, br_Hb_fwhm, br_feii_amp, na_Ha_core_voff, br_Ha_fwhm, br_Hb_voff, na_sii6718_core_amp, gal_temp_amp, na_oiii5007_core_fwhm, na_feii_amp, na_oiii5007_core_amp, na_Hb_core_amp, na_sii6732_core_amp, na_oiii5007_core_voff, br_Ha_voff, br_Hb_amp, na_Ha_core_fwhm, power_amp, na_nii6585_core_amp, na_Ha_core_amp, power_slope, na_Hb_core_voff
6500, 11.081359731891151, 3447.2918273625965, 0.1797734373794832, 35.693002544181795, 2600.6931059632143, 197.78341202539272, 5.55782730306879, 7.923086994142119, 284.90020816197546, 0.07511813391832806, 16.603861076461833, 7.579259528739645, 4.23632149392682, 5.301133383425074, 76.50287181344812, 2.973314908856268, 225.0137331094473, 5.727340793659327, 12.980276395580947, 26.11309798525427, -1.2550474280788195, -3.988899003147121
6600, 11.06387920755366, 3434.297071683133, 0.18239228032675606, 35.568560612792666, 2607.0818789610144, 202.09121987277192, 5.5177434513508095, 7.8984123753137885, 285.3900291347849, 0.07737243392803178, 16.627213843433573, 7.59292778909749, 4.2772438748270485, 5.500356626571435, 79.95554903298179, 2.980404653168939, 225.52927308376485, 5.75382735634072, 12.969913667201045, 26.11030933646166, -1.248150622578131, -1.7246929670448168
6700, 11.04123274006586, 3423.3722265928895, 0.1714896626779941, 35.46397070578722, 2607.3580136070505, 202.16765178361211, 5.466706007294223, 7.927670366500088, 284.3492573046678, 0.08745308734302265, 16.62012049211006, 7.692316067548127, 4.248613983135631, 6.038939769075372, 75.66573610376653, 2.9512787968306933, 226.18732490653505, 5.722863686388445, 13.039739575482178, 26.161846011679156, -1.2529068357697148, -2.640551597370817
6800, 11.052089714896841, 3415.4559645098016, 0.18166899528483155, 35.860416425429584, 2600.4882883329824, 206.6009372802645, 5.464808581792883, 7.950430671442816, 284.4813410511525, 0.09217123530342111, 16.63684065822002, 7.630849457238899, 4.293355788895073, 4.805859675114855, 74.97826590964647, 2.9661770846222493, 225.67430730216063, 5.708452799979889, 13.151079082479246, 26.122123473706086, -1.2581709470791624, -1.1468653221310836
6900, 11.119775543479202, 3441.7031980981264, 0.18003506459160193, 35.94796279403647, 2597.415919612875, 204.26554857712063, 5.4414747344068015, 7.899171240562553, 284.16284044351164, 0.0875843412157365, 16.693256078312135, 7.626056332976686, 4.2827855755360265, 4.552762266306506, 79.22956320441895, 2.9792944146075255, 223.7226572888997, 5.73855688988462, 13.007256635415796, 26.161291123965242, -1.2489247086921402, -0.9075238964098791
7000, 11.083198682048863, 3457.4933815289255, 0.18392123432781912, 36.27604009950761, 2603.5832318404327, 202.38846023061166, 5.423590151420621, 7.883040456738049, 283.0397966633136, 0.10055025746028876, 16.669037711415484, 7.5998064506248495, 4.218058984839914, 4.4967760543521145, 77.35494015817844, 2.9496242090505502, 225.19867631961947, 5.76424255915046, 12.946862003947217, 26.17397187220557, -1.2439998093896227, -2.238624741097915
7100, 11.070231394675535, 3455.1913053883563, 0.17612713204860034, 35.90649815586126, 2608.918234336754, 204.34716845615554, 5.443039387165356, 7.975118072042558, 281.25206484666694, 0.10821510644151287, 16.77216643910419, 7.577620920273496, 4.2355875755873535, 5.835513296880507, 78.19646005863723, 2.9607282971204194, 225.11395605933504, 5.674555401043265, 12.97492949140995, 26.031161431740937, -1.266081156273796, -0.6395564192393906
7200, 11.058417000862098, 3468.602929522728, 0.17119346559720605, 35.84871397412569, 2615.981206706286, 204.68205873051403, 5.5024016773896856, 7.944981240501831, 282.55373948773325, 0.10155003439340686, 16.755522299906833, 7.567112484335018, 4.208160709766669, 5.726154763986512, 78.73903375514054, 2.9614675613502364, 224.90138664636137, 5.713856115018608, 13.030290623538864, 26.056179148317398, -1.2535357123943605, -1.4669340128551394
7300, 11.060022858423443, 3483.898793275791, 0.17606750243699668, 35.40196319509062, 2615.9136337976397, 212.36576647966274, 5.500513275535066, 7.951222793204509, 284.7051000350339, 0.11851895090148938, 16.634524933280733, 7.5351574343414445, 4.231474865488079, 5.603112996071163, 77.42915600925448, 2.93921256492999, 225.11907322852883, 5.698540381840858, 12.978917335760368, 26.0530068764347, -1.255937072092494, -2.1338381135294044
7400, 11.044224535747118, 3452.2449080778183, 0.17534169663407756, 35.96732196728184, 2617.230992042238, 206.0287099788082, 5.498151375080555, 7.940805658374071, 284.75456989915597, 0.10483805238762181, 16.643343169252258, 7.537406854885226, 4.25502769646981, 5.392554475387411, 75.45091170962745, 2.9615273835077693, 225.16304629320473, 5.708370858513056, 12.99276099816689, 26.001031667463778, -1.2484956308376876, -2.250439119437573
7500, 11.055845127475912, 3413.5204567395817, 0.18559178205375831, 35.685990832696774, 2616.983838656569, 201.88291767222148, 5.513747929246011, 7.910916033512507, 283.27432964473263, 0.10260724288721496, 16.654915321396263, 7.544251802856259, 4.250039521437632, 5.230902991011722, 75.70086190754384, 2.9760511021314726, 225.30785956381516, 5.744405884894624, 13.00978416658952, 26.045544094241933, -1.249786536206276, -2.658361563673182
